mouseEntryTime,mouseName,mouseRFID,tunnelID,taskType,phaseID,pGo,Stim. freq (Hz),Stim. amp,ITI,start_delay_min,start_delay_max,stimulusType,stimulusSide,stimulusTime,stimDuration(sec),timeout(sec),trialType,responseWindow(sec),mouseResponse,responseTimes,isLickBeforeStimulus,autoReward,punishment,preLicks,rand_delay_after_cue,ITI_blocks,totalLicks,is_water,session_id
2022-11-02 09:45:14.958785,R9,,TrainingBox4,Reward,Reward,,,,4.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,0
2022-11-02 09:46:14.958785,R9,,TrainingBox4,Reward,Reward,,,,4.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,0
2022-11-02 09:47:00.958785,R9,,TrainingBox4,Reward,Reward,,,,4.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,0
2022-11-02 09:47:14.958785,R9,,TrainingBox4,Reward,Reward,,,,4.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,0
2022-11-02 09:48:14.958785,R9,,TrainingBox4,Reward,Reward,,,,4.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,0
2022-11-02 09:49:14.958785,R9,,TrainingBox4,Reward,Reward,,,,4.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,0
2022-11-02 09:50:14.958785,R9,,TrainingBox4,Reward,Reward,,,,4.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,0
2022-11-02 09:51:14.958785,R9,,TrainingBox4,Reward,Reward,,,,4.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,0
2022-11-02 09:52:14.958785,R9,,TrainingBox4,Reward,Reward,,,,4.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,0
2022-11-02 09:53:14.958785,R9,,TrainingBox4,Reward,Reward,,,,4.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,0
2022-11-02 09:54:14.958785,R9,,TrainingBox4,Reward,Reward,,,,4.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,0
2022-11-02 09:55:14.958785,R9,,TrainingBox4,Reward,Reward,,,,4.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,0
2022-11-02 09:56:14.958785,R9,,TrainingBox4,Reward,Reward,,,,4.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,0
2022-11-02 09:57:14.958785,R9,,TrainingBox4,Reward,Reward,,,,4.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,0
2022-11-02 09:58:14.958785,R9,,TrainingBox4,Reward,Reward,,,,4.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,0
2022-11-02 10:00:27.326540,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,1
2022-11-02 10:00:27.326540,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,1
2022-11-02 10:00:27.326540,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,1
2022-11-02 10:00:27.326540,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,1
2022-11-02 10:00:27.326540,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,1
2022-11-02 10:00:27.326540,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,1
2022-11-02 10:00:27.326540,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,1
2022-11-02 10:00:27.326540,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,1
2022-11-02 10:00:27.326540,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,1
2022-11-02 10:00:27.326540,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,1
2022-11-02 10:00:27.326540,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,1
2022-11-02 10:00:27.326540,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,1
2022-11-02 10:00:27.326540,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,1
2022-11-02 10:00:27.326540,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,1
2022-11-02 10:00:27.326540,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,1
2022-11-02 10:00:27.326540,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,1
2022-11-02 10:00:27.326540,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,1
2022-11-02 10:00:27.326540,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,1
2022-11-02 10:00:27.326540,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,1
2022-11-02 10:00:27.326540,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,1
2022-11-02 10:00:27.326540,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,1
2022-11-02 10:00:27.326540,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,1
2022-11-02 10:00:27.326540,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,1
2022-11-02 10:00:27.326540,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,1
2022-11-02 10:00:27.326540,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,1
2022-11-02 10:00:27.326540,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,1
2022-11-02 10:00:27.326540,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,1
2022-11-02 10:00:27.326540,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,1
2022-11-02 10:00:27.326540,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,1
2022-11-02 10:00:27.326540,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,1
2022-11-02 10:00:27.326540,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,1
2022-11-02 10:00:27.326540,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,1
2022-11-02 10:00:27.326540,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,1
2022-11-02 10:00:27.326540,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,1
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
2022-11-02 10:11:52.812763,R9,,TrainingBox4,Reward,Reward,,,,8.0,2.5,2.5,,,,,,Reward,2,NoLick,[],False,,,[],2.5,15,[],0,2
,2